Designator,Footprint,Quantity,Value,LCSC Part #
C2,C_0805,1,100nF,C28233
R1,R_0805,1,10kΩ,C17414
S1,SSSS810701,1,SSSS810701,
SW1,SW-TH_RKJXV1220001,1,RKJXV1220001,C219778
U1,SOIC-14_3.9x8.7mm_P1.27mm,1,ATtiny24A-SS,
