Designator,Mid X,Mid Y,Rotation,Layer
C2,168.8508,-111.354,270.0,bottom
R1,172.7624,-106.6292,0.0,bottom
S1,175.8866,-102.424665,180.0,bottom
SW1,173.6306,-114.3416,180.0,top
U1,174.6775,-112.58,180.0,bottom
